id,language,clean_text,task1,task2,emotion
235,en,non vegans who call themselvesyogisbuddhistsspiritual environmentalistsactivistsequality activists blmfeministsare all and frauds challenge them,sexist,ideological-inequality,joy
236,en,how do you manage to look so beautiful all the time love ya,non-sexist,non-sexist,joy
237,en,taking photos of fat tiddies and belly like all the skinny girls see,non-sexist,non-sexist,sadness
238,en,non sentient developing human unaware of its own existence the entire time its in the womb and cant feel pain until the third trimester not sacrificing health for nine months because some puritan believes abortion is murder which it isnt,non-sexist,non-sexist,sadness
239,en,dont like driving in other peoples cars because it makes me think took man hostage when actually took woman hostage,non-sexist,non-sexist,anger
240,en,federal inaction has been especially devastating to women especially black latinx amp other workers of color who have been hit hardest during this crisis and immigrant workers who were cruelly excluded from federal relief packages take action,non-sexist,non-sexist,sadness
241,en,probably wont be the only ones support equality between the races but not this movement so its no surprise for me to be continued,non-sexist,non-sexist,joy
242,en,youre so triggered and woke see well there feminazi heres something to chew on how about simple thank you when you get tip some man gives you more than decent tip and youre comment is he wants to fuck me youre heart is hateful enjoy the single life,sexist,ideological-inequality,anger
243,en,told them support feminism but the one with genuity that which not the one which disparage men unnecessarilythey still misconstrued me amp are hating on me what to do,sexist,ideological-inequality,anger
244,en,this situation is not just one mans fault the whole brexit project is poison so not only johnson to blame but the whole conservative govt plus all the tory who voted for it plus brexit campaigners like farage plus brexit backers arron banks etc,non-sexist,non-sexist,anger
245,en,them but from the clubs perspective they have not gone out and poked funbantered because she is woman they have done it because she is pundit and had go at their achievement fair game equal treatment,non-sexist,non-sexist,sadness
246,en,the ones that deserve itjason firmly shook the mans hands as they introduced themselvesit gets the job done quick and efficiently,non-sexist,non-sexist,joy
247,en,sheep need to follow man is little food doesnt matter if their following to slaughter house watch and see,non-sexist,non-sexist,anger
248,en,feminism is cancer happy new year,sexist,ideological-inequality,joy
249,en,yall are so beautiful how did she let you wear that cloth with that sliti cannot relate this woman would spank ass,sexist,objectification,joy
250,en,reminds me of that one time got ass groped at grocery store the there and when started insulting him and screaming at him the girl who was with me sum distant cousin of the people was staying with got surprised cuz apparently was asking for it,sexist,sexual-violence,anger
251,en,wife and went on ride along and serve christmas cookies to local sheriffs department tonight they have to work on christmas eve then figure they deserve some christmas cheer thank you to all the men and women in uniform who dont get holidays off,non-sexist,non-sexist,joy
252,en,me when hate women yawn,sexist,misogyny-non-sexual-violence,anger
253,en,dont let the ladies know,non-sexist,non-sexist,anger
254,en,no you look like someone who uses kitchen,sexist,stereotyping-dominance,anger
255,en,misogyny do the thing and then tell the women they cant do the thing,non-sexist,non-sexist,anger
256,en,the first one that springs to mind is someone knew in high school and she doesnt not fit the eeeeevil cock carousel riding harpy stereotype even outwardly she was bit frumpy and social outcast mostly feel bad for her,sexist,objectification,sadness
257,en,there are few choices in that tier list that are bit questionable to me but hey opinions for one would not place thorr with her whole leggy out so lowand you know gotta stand for girl peony and bump her up fewhels getting knocked straight to the bottom,non-sexist,non-sexist,sadness
258,en,leave black women out this shit yamhead we dont have to do with you lot,non-sexist,non-sexist,anger
259,en,our pretty gift wrapped shawls for women and girls are just as adorable in real life,non-sexist,non-sexist,joy
260,en,shiro cant find it its that one edit with this thats really funny and posts about how his ick isnt even big while pica of him manspreading is being shown dammit loved that one,non-sexist,non-sexist,surprise
261,en,sexual-violence,sexist,sexual-violence,anger
262,en,would like to fuck,non-sexist,non-sexist,anger
263,en,men lying to get sex is so normalised its just part of the game women are seen as stupid for falling for it so we have to be hypervigilant at all times but when the rare genuine guy gets denied cuz we have to be overly cautious its our fault for not giving men chance,non-sexist,non-sexist,sadness
264,en,when the facts are against you pound the lawwhen the law is against you pound the factswhen both are against you pound the tablewhen even the table is against you its time to go,non-sexist,non-sexist,anger
265,en,these women gotta be masochist to deal with future you know that man dont care about shit but yet and still,sexist,ideological-inequality,anger
266,en,gold digger plis,sexist,stereotyping-dominance,joy
267,en,you are an embarrassment to women and acted like stereotypical teenage girl in todays hearing debunked was the best you had,sexist,stereotyping-dominance,sadness
268,en,lmfao crying she bet not cock block,sexist,sexual-violence,sadness
